sample_id,fold_id,rank_in_trpool
272,1,1
28,1,2
33,1,3
287,1,4
50,1,5
111,1,6
16,1,7
44,1,8
179,1,9
45,1,10
253,1,11
298,1,12
289,1,13
125,1,14
113,1,15
137,1,16
277,1,17
257,1,18
230,1,19
160,1,20
166,1,21
162,1,22
281,1,23
184,1,24
25,1,25
258,1,26
2,1,27
134,1,28
268,1,29
264,1,30
109,1,31
142,1,32
192,1,33
88,1,34
280,1,35
3,1,36
295,1,37
72,1,38
151,1,39
39,1,40
178,1,41
198,1,42
169,1,43
1,1,44
37,1,45
228,1,46
90,1,47
106,1,48
171,1,49
193,1,50
140,1,51
127,1,52
284,1,53
176,1,54
11,1,55
112,1,56
102,1,57
121,1,58
49,1,59
254,1,60
82,1,61
167,1,62
302,1,63
250,1,64
136,1,65
243,1,66
195,1,67
51,1,68
148,1,69
213,1,70
161,1,71
215,1,72
278,1,73
55,1,74
86,1,75
276,1,76
77,1,77
282,1,78
146,1,79
300,1,80
36,1,81
22,1,82
247,1,83
156,1,84
309,1,85
218,1,86
221,1,87
87,1,88
274,1,89
163,1,90
297,1,91
172,1,92
114,1,93
120,1,94
124,1,95
122,1,96
65,1,97
223,1,98
10,1,99
71,1,100
153,1,101
85,1,102
119,1,103
8,1,104
155,1,105
133,1,106
46,1,107
80,1,108
6,1,109
130,1,110
115,1,111
62,1,112
199,1,113
21,1,114
108,1,115
210,1,116
154,1,117
41,1,118
147,1,119
107,1,120
81,1,121
30,1,122
12,1,123
229,1,124
52,1,125
23,1,126
220,1,127
17,1,128
43,1,129
240,1,130
244,1,131
101,1,132
301,1,133
168,1,134
180,1,135
7,1,136
158,1,137
170,1,138
14,1,139
70,1,140
212,1,141
236,1,142
182,1,143
67,1,144
78,1,145
288,1,146
197,1,147
233,1,148
251,1,149
83,1,150
304,1,151
152,1,152
296,1,153
4,1,154
306,1,155
200,1,156
157,1,157
224,1,158
110,1,159
34,1,160
225,1,161
73,1,162
266,1,163
15,1,164
263,1,165
145,1,166
20,1,167
13,1,168
205,1,169
310,1,170
181,1,171
227,1,172
19,1,173
194,1,174
75,1,175
103,1,176
273,1,177
255,1,178
216,1,179
246,1,180
242,1,181
118,1,182
61,1,183
89,1,184
159,1,185
38,1,186
214,1,187
129,1,188
5,1,189
235,1,190
117,1,191
261,1,192
270,1,193
144,1,194
128,1,195
238,1,196
286,1,197
174,1,198
18,1,199
143,1,200
293,1,201
150,1,202
35,1,203
305,1,204
234,1,205
271,1,206
76,1,207
248,1,208
141,1,209
116,1,210
131,1,211
279,1,212
226,1,213
139,1,214
123,1,215
292,1,216
275,1,217
56,1,218
259,1,219
211,1,220
201,1,221
132,1,222
252,1,223
183,1,224
222,1,225
