sample_id,fold_id,rank_in_trpool
46,1,1
2,1,2
165,1,3
180,1,4
284,1,5
207,1,6
283,1,7
131,1,8
99,1,9
37,1,10
77,1,11
88,1,12
82,1,13
104,1,14
154,1,15
119,1,16
73,1,17
311,1,18
29,1,19
199,1,20
152,1,21
79,1,22
195,1,23
18,1,24
32,1,25
317,1,26
197,1,27
68,1,28
274,1,29
164,1,30
307,1,31
161,1,32
92,1,33
11,1,34
188,1,35
233,1,36
27,1,37
43,1,38
28,1,39
265,1,40
181,1,41
310,1,42
158,1,43
208,1,44
120,1,45
155,1,46
90,1,47
234,1,48
250,1,49
275,1,50
47,1,51
125,1,52
4,1,53
150,1,54
143,1,55
166,1,56
295,1,57
140,1,58
39,1,59
132,1,60
153,1,61
304,1,62
144,1,63
176,1,64
1,1,65
209,1,66
292,1,67
318,1,68
264,1,69
45,1,70
313,1,71
254,1,72
151,1,73
67,1,74
105,1,75
122,1,76
189,1,77
248,1,78
51,1,79
218,1,80
50,1,81
66,1,82
193,1,83
200,1,84
80,1,85
280,1,86
7,1,87
52,1,88
240,1,89
291,1,90
71,1,91
297,1,92
64,1,93
116,1,94
288,1,95
271,1,96
130,1,97
312,1,98
162,1,99
36,1,100
174,1,101
40,1,102
81,1,103
202,1,104
225,1,105
219,1,106
72,1,107
255,1,108
31,1,109
289,1,110
111,1,111
178,1,112
91,1,113
98,1,114
103,1,115
100,1,116
56,1,117
222,1,118
10,1,119
59,1,120
55,1,121
70,1,122
97,1,123
9,1,124
25,1,125
186,1,126
115,1,127
86,1,128
293,1,129
12,1,130
279,1,131
138,1,132
48,1,133
230,1,134
75,1,135
142,1,136
60,1,137
26,1,138
229,1,139
272,1,140
19,1,141
42,1,142
245,1,143
249,1,144
76,1,145
244,1,146
266,1,147
175,1,148
157,1,149
167,1,150
8,1,151
147,1,152
314,1,153
160,1,154
15,1,155
58,1,156
231,1,157
243,1,158
170,1,159
57,1,160
213,1,161
65,1,162
319,1,163
179,1,164
273,1,165
294,1,166
69,1,167
315,1,168
139,1,169
308,1,170
196,1,171
5,1,172
305,1,173
183,1,174
146,1,175
281,1,176
84,1,177
34,1,178
224,1,179
61,1,180
285,1,181
286,1,182
216,1,183
16,1,184
241,1,185
210,1,186
128,1,187
24,1,188
13,1,189
185,1,190
320,1,191
168,1,192
204,1,193
21,1,194
177,1,195
62,1,196
78,1,197
253,1,198
263,1,199
194,1,200
220,1,201
217,1,202
96,1,203
258,1,204
54,1,205
74,1,206
149,1,207
38,1,208
192,1,209
110,1,210
6,1,211
212,1,212
94,1,213
259,1,214
238,1,215
261,1,216
277,1,217
127,1,218
107,1,219
214,1,220
296,1,221
163,1,222
20,1,223
126,1,224
306,1,225
268,1,226
135,1,227
35,1,228
316,1,229
282,1,230
211,1,231
246,1,232
63,1,233
223,1,234
124,1,235
93,1,236
298,1,237
112,1,238
257,1,239
203,1,240
121,1,241
102,1,242
269,1,243
252,1,244
53,1,245
235,1,246
187,1,247
184,1,248
114,1,249
228,1,250
171,1,251
299,1,252
198,1,253
