sample_id,fold_id,rank_in_trpool
44,2,1
2,2,2
161,2,3
177,2,4
286,2,5
203,2,6
284,2,7
131,2,8
104,2,9
37,2,10
83,2,11
94,2,12
88,2,13
108,2,14
148,2,15
120,2,16
77,2,17
309,2,18
29,2,19
196,2,20
146,2,21
85,2,22
190,2,23
19,2,24
32,2,25
317,2,26
192,2,27
69,2,28
273,2,29
160,2,30
304,2,31
156,2,32
97,2,33
12,2,34
185,2,35
233,2,36
26,2,37
42,2,38
28,2,39
264,2,40
178,2,41
308,2,42
152,2,43
205,2,44
121,2,45
149,2,46
95,2,47
234,2,48
247,2,49
276,2,50
45,2,51
126,2,52
3,2,53
144,2,54
138,2,55
163,2,56
295,2,57
136,2,58
39,2,59
132,2,60
147,2,61
301,2,62
139,2,63
172,2,64
1,2,65
206,2,66
292,2,67
319,2,68
263,2,69
43,2,70
311,2,71
251,2,72
145,2,73
68,2,74
109,2,75
123,2,76
186,2,77
245,2,78
48,2,79
219,2,80
47,2,81
67,2,82
188,2,83
197,2,84
86,2,85
280,2,86
7,2,87
49,2,88
238,2,89
291,2,90
73,2,91
298,2,92
65,2,93
118,2,94
289,2,95
269,2,96
130,2,97
310,2,98
157,2,99
35,2,100
170,2,101
40,2,102
87,2,103
198,2,104
228,2,105
221,2,106
75,2,107
253,2,108
30,2,109
290,2,110
112,2,111
174,2,112
96,2,113
103,2,114
107,2,115
105,2,116
56,2,117
224,2,118
11,2,119
59,2,120
55,2,121
72,2,122
102,2,123
10,2,124
24,2,125
183,2,126
117,2,127
92,2,128
293,2,129
14,2,130
279,2,131
134,2,132
46,2,133
231,2,134
79,2,135
137,2,136
60,2,137
25,2,138
230,2,139
270,2,140
20,2,141
41,2,142
243,2,143
246,2,144
81,2,145
242,2,146
265,2,147
171,2,148
150,2,149
164,2,150
8,2,151
142,2,152
313,2,153
154,2,154
16,2,155
58,2,156
232,2,157
241,2,158
166,2,159
57,2,160
212,2,161
66,2,162
320,2,163
175,2,164
272,2,165
294,2,166
71,2,167
314,2,168
135,2,169
306,2,170
191,2,171
4,2,172
302,2,173
179,2,174
141,2,175
282,2,176
89,2,177
33,2,178
227,2,179
62,2,180
287,2,181
288,2,182
215,2,183
17,2,184
240,2,185
208,2,186
129,2,187
23,2,188
15,2,189
182,2,190
321,2,191
165,2,192
201,2,193
22,2,194
173,2,195
63,2,196
84,2,197
249,2,198
261,2,199
189,2,200
223,2,201
216,2,202
101,2,203
255,2,204
54,2,205
78,2,206
143,2,207
38,2,208
187,2,209
111,2,210
6,2,211
210,2,212
100,2,213
257,2,214
237,2,215
259,2,216
278,2,217
128,2,218
110,2,219
214,2,220
297,2,221
159,2,222
21,2,223
127,2,224
303,2,225
266,2,226
133,2,227
34,2,228
316,2,229
283,2,230
209,2,231
244,2,232
64,2,233
226,2,234
125,2,235
98,2,236
299,2,237
113,2,238
254,2,239
199,2,240
122,2,241
106,2,242
268,2,243
248,2,244
51,2,245
236,2,246
184,2,247
181,2,248
115,2,249
229,2,250
169,2,251
300,2,252
194,2,253
